case,date,year,type,country,area,activity,sex,age,injury,dead,especie,resolucion,genre
1991.07.01.b,01-Jul-1991,1991.0,Unprovoked,REUNION,L'Etang-Salé,Surfing,M,30,Left arm severed,N,"Tiger shark, 3 to 4 m [10' to 13'] ",bite,m
1991.07.01.a,01-Jul-1991,1991.0,Unprovoked,USA,California,Surfing,M,32,"Forearm, upper thigh, knee & ankle lacerated",N,5 m [16.5'] white shark,bite,m
1991.07.00,July 1991,1991.0,Unprovoked,USA,Virginia,Boogie boarding,M,13,Severe laceration to foot,N,Shark involvement not confirmed,bite,m
1991.06.29,29-Jun-1991,1991.0,Unprovoked,HONG KONG,,,M,22,FATAL,Y,,death,m
1991.06.28,28-Jun-1991,1991.0,Unprovoked,HONG KONG,Kowloon Peninsula,Fishing,M,,"FATAL, right arm severed  ",Y,,death,m
1991.06.26,26-Jun-1991,1991.0,Unprovoked,USA,Florida,Surfing,M,18,Hand bitten,N,,bite,m
1991.06.07.b,07-Jun-1991,1991.0,Unprovoked,USA,Florida,Swimming behind sailboat,M,31,"Left ankle, calf, thigh and abdomen bitten",N,2.7 m [9'] bull or lemon shark,bite,m
1991.06.07.a,07-Jun-1991,1991.0,Unprovoked,HONG KONG,Port Shelter,Swimming ,F,65,Abdomen bitten & leg severed  FATAL,Y,"Tiger shark, >3 m [10']",death,f
1991.05.26,26-May-1991,1991.0,Unprovoked,USA,Hawaii,Sitting on surfboard,M,23,Right calf bitten,N,2.4 m [8'] shark,bite,m
1991.05.19,19-May-1991,1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Scuba diving,M,,"No injury, tank scratched by shark",N,"3.5 m [11.5'] female white shark named ""Notchfin""",no injury,m
1991.04.24,24-Apr-1991,1991.0,Provoked,BRAZIL,Pernambuco,Fishing,,,2 fingers severed by netted shark PROVOKED INCIDENT,N,"170-kg, 2.8 m shark",bite,
1991.04.16.b,16-Apr-1991,1991.0,Provoked,USA,Maryland,Diving,,,Minor injury by captive shark PROVOKED INCIDENT,N,7' female shark,bite,
1991.04.16.a,16-Apr-1991,1991.0,Unprovoked,USA,Florida,"Surfing, collided with shark",M,22,Right thigh,N,1.2 m to 1.5 m [4' to 5'] shark,bite,m
1991.04.03,03-Apr-1991,1991.0,Unprovoked,USA,Hawaii,Sitting on surfboard,M,,Deep lacerations to calf & ankle,N,"""Shark had a very large girth""",bite,m
1991.03.03,03-Mar-1991,1991.0,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,18,Lacerations to arm & leg,N,"Grey nurse shark, 2 m",bite,m
1991.02.24,24-Feb-1991,1991.0,Unprovoked,USA,Oregon,Surfing,M,38,Calf lacerated & board bitten,N,5.5 m [18'] white shark,bite,m
1991.02.12,12-Feb-1991,1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,20,Foot & swim fin bitten,N,5.5 m [18'] white shark,bite,m
1991.01.19,19-Jan-1991,1991.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,35,"Hands, legs & buttocks lacerated",N,,bite,m
1991.01.09,09-Jan-1991,1991.0,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,M,,"No injury, shark brushed ski",N,4 m shark,no injury,m
1991.01.00,Jan-1991,1991.0,Unprovoked,AUSTRALIA,Queensland,Surfing (or sailboarding),M,22,Survived,N,2 m shark,bite,m
1990.12.26,26-Dec-1990,1990.0,Invalid,SOUTH AFRICA,Eastern Cape Province,,M,,Survived,,Questionable incident,bite,m
1990.11.28,28-Nov-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,26,"Abdomen, hip, leg & arm bitten",N,1.5 m shark,bite,m
1990.11.03,03-Nov-1990,1990.0,Unprovoked,USA,California,Scuba diving (but on surface),F,,Leg bitten,N,4 m to 5 m [13' to 16.5'] white shark,bite,f
1990.11.01,01-Nov-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,24,"Ear, shoulder, arm, wrist & ear injured",N,5' shark,bite,m
1990.10.30.b,30-Oct-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,50,"Hand & wrist bitten, tooth fragments in wound",N,1.8 m [6'] shark ,bite,m
1990.10.30.a,30-Oct-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,18,Cuts on left foot ,N,,bite,m
1990.10.27,27-Oct-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,26,Buttocks & hip bitten,N,,bite,m
1990.10.25,25-Oct-1990,1990.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,,Lacerations to foot,N,,bite,m
1990.10.20,20-Oct-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,25,Wrist bitten,N,4' spinner shark,bite,m
1990.10.15,15-Oct-1990,1990.0,Unprovoked,USA,Hawaii,Surfing,M,43,"No Injury, board bitten",N,"Tiger shark, 3.7 m [12'] ",no injury,m
1990.10.12,12-Oct-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,19,Superficial injuries to left foot & ankle,N,1.8 m to 2.4 m [6' to 8'] shark,bite,m
1990.09.15,15-Sep-1990,1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,26,Right hand lacerated,N,5 m  [16.5'] white shark,bite,m
1990.09.08,08-Sep-1990,1990.0,Unprovoked,USA,California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N,White shark,bite,m
1990.09.05,05-Sep-1990,1990.0,Boating,USA,California,Kayaking,M,44,"No injury, kayak capsized",N,2.5 m to 3 m [8.25' to 10']  white shark,no injury,m
1990.08.30,30-Aug-1990,1990.0,Invalid,USA,Florida,SCUBA diving,M,30,"Disappeared, body recovered with large bite on thigh",,Shark involvement prior to death could not be determined,bite,m
1990.08.28,28-Aug-1990,1990.0,Unprovoked,USA,California,Surfing,M,22,4 punctures on leg & board bitten,N,5 m to 6 m [16.5' to 20'] white shark,bite,m
1990.08.19.b,19-Aug-1990,1990.0,Unprovoked,USA,Texas,Surfing,M,,Minor cuts to foot,N,,bite,m
1990.08.19.a,19-Aug-1990,1990.0,Unprovoked,USA,Texas,Wade fishing,M,18,Minor injury,N,,bite,m
1990.07.22,22-Jul-1990,1990.0,Unprovoked,USA,Texas,Wading,F,53,10-inch laceration to right foot,N,,bite,f
1990.07.08,08-Jul-1990,1990.0,Unprovoked,USA,Florida,Surfing,M,17,Minor injury to left ankle & foot,N,,bite,m
1990.06.24,24-Jun-1990,1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Scuba diving (but on surface),F,21,"FATAL, thigh bitten  ",Y,"4.5 m [14'9""] white shark",death,f
1990.06.23,23-Jun-1990,1990.0,Unprovoked,BAHAMAS,,Spearfishing,M,38,Left forearm bitten,N,1.2 m to 1.5 m [4' to 5'] shark,bite,m
1990.05.13,13-May-1990,1990.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,,,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",N,"6 m, 600-kg shark",no injury,
1990.05.10,10-May-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,30s,Lacerations,N,2 m hammerhead,bite,f
1990.05.10,10-May-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,"Snorkeling, possibly holding a fish",M,30s,Lacerations,N,2 m hammerhead,bite,m
1990.05.06,06-May-1990,1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Resting on surfboard,M,22,Thigh severely lacerated,N,"5.5 m [18'] white shark, identified by witnesses & tooth marks",bite,m
1990.04.14,14-Apr-1990,1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Lying on surfboard & paddling,M,23,Leg bitten,N,"2.3 m [7.5'] white shark, identified by M. Smale",bite,m
1990.04.09,09-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,31,"Lacerations & abrasions, board bitten in half",N,"Tiger shark, 3 m ",bite,m
1990.04.08,08-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Free diving for trochus,M,37,Presumed FATAL,Y,,death,m
1990.04.07,07-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,,"No injury, board broken in two",N,3 m shark,no injury,m
1990.04.06,06-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,29,"No injury, board bitten",N,3 m shark,no injury,m
1990.04.01,01-Apr-1990,1990.0,Unprovoked,USA,Hawaii,Sitting on surfboard,M,,"Ankle lacerated, lower left leg severely abraded ",N,,bite,m
1990.03.24,  24-Mar-1990,1990.0,Unprovoked,FIJI,Laucala Island,Swimming,M,30,Lacerations to right leg,N,,bite,m
1990.03.05,05-Mar-1990,1990.0,Unprovoked,REUNION,Sainte-Marie,Surfing,M,,Survived,N,3 m [10'] bull shark,bite,m
1990.02.17,17-Feb-1990,1990.0,Unprovoked,USA,Hawaii,Scuba diving & spearfishing,M,,Right arm severed  FATAL,Y,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL,death,m
1990.02.05,05-Feb-1990,1990.0,Unprovoked,USA,Florida,Board sailing,M,33,Foot bitten,N,,bite,m
1990.01.12,12-Jan-1990,1990.0,Unprovoked,USA,California,Surfing (sitting on his board),M,,"No injury, board bitten",N,3 m to 4 m [10' to 13'] white shark,no injury,m
1990.00.00,1990,1990.0,Unprovoked,USA,Florida,Surfing,M,17,,UNKNOWN,,,m
1989.12.19,19-Dec-1989,1989.0,Provoked,USA,Hawaii,On board 51' fishing vessel One Ki,M,,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,,bite,m
1989.12.03,03- Dec-1989,1989.0,Unprovoked,AUSTRALIA,Northern Territory,,M,17,"No details, ""recovering in Darwin Hospital""",UNKNOWN,"Tiger shark, 2m ",bite,m
1989.12.02,02-Dec-1989,1989.0,Invalid,AUSTRALIA,Queensland,Swimming,M,27,"Swept out to sea, feared taken by shark",,Shark involvement prior to death was not confirmed,bite,m
1989.11.22,22-Nov-1989,1989.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,32,Thigh bitten,N,White shark,bite,m
1989.11.18,18-Nov-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving & spearfishing,M,29,FATAL,Y,White shark,death,m
1989.11.12,12-Nov-1989,1989.0,Invalid,USA,Hawaii,"Wading, knocked down & swept away by large waves",M,,Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 ,,Shark involvement prior to death was not confirmed,bite,m
1989.11.02,02-Nov-1989,1989.0,Unprovoked,AUSTRALIA,Queensland,Swimming in canal,M,10,Left ankle broken & lacerated,N,"2 m shark, possibly a bronze whaler",bite,m
1989.10.29.R,Reported 29-Oct-1989,1989.0,Unprovoked,AUSTRALIA,Northern Territory,Swimming,F,31,Puncture marks to right calf,N,,bite,f
1989.10.22,22-Oct-1989,1989.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,17,"No injury, board bitten",N,2.7 m [9'] white shark,no injury,m
1989.10.14,14-Oct-1989,1989.0,Invalid,USA,Hawaii,Scuba diving,M,,"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains",,Shark involvement suspected but not confirmed,bite,m
1989.10.11,11-Oct-1989,1989.0,Unprovoked,USA,Texas,Surfing,M,12,Foot & leg bitten,N,4' shark,bite,m
1989.10.08,08-Oct-1989,1989.0,Invalid,USA,North Carolina,Diving,M,49,FATAL,,Shark involvement suspected but not confirmed,death,m
1989.10.01,01-Oct-1989,1989.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,,No details,UNKNOWN,White shark,bite,m
1989.09.17,17-Sep-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,M,29,Chest lacerated,N,"White shark, identified by tooth pattern",bite,m
1989.09.13,13-Sep-1989,1989.0,Provoked,USA,Florida,"Fishing, stepped on hooked shark's head",M,51,Bitten by hooked shark PROVOKED INCIDENT,N,150-lb shark,bite,m
1989.09.10,10-Sep-1989,1989.0,Boat,USA,California,Observing a shark feeding on a carcass of a humpback whale,,,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,N,4 to 5 m white shark,no injury,
1989.09.09.b,09-Sep-1989,1989.0,Unprovoked,USA,California,Hookah diving for abalone (descending),M,38,Leg bitten,N,4 m to 5 m [13' to 16.5']  white shark,bite,m
1989.09.09.a,09-Sep-1989,1989.0,Unprovoked,USA,North Carolina,Surfing,M,31,Non-fatal,N,Sandbar shark,death,m
1989.09.03,03-Sep-1989,1989.0,Provoked,USA,California,Filming 5' blue shark,M,46,Hand  & both arms bitten   PROVOKED INCIDENT,N,Blue Shark ,bite,m
1989.08.29,29-Aug-1989,1989.0,Provoked,AUSTRALIA,Queensland,Feeding fish,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Grey nurse shark,bite,m
1989.08.22.b,22-Aug-1989,1989.0,Unprovoked,USA,Florida,Swimming,M,21,3 wounds on left hand,N,1.2 m [4'] shark,bite,m
1989.08.22.a,22-Aug-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,21,Multiple Injuries,N,>3.4 m [11'] white shark,bite,m
1989.08.13,13-Aug-1989,1989.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,"No injury, shark took chunk out of surfboard",N,"Bronze whaler shark, 3 m [10'] ",no injury,m
1989.08.09,09-Aug-1989,1989.0,Unprovoked,BAHAMAS,Great Exuma Island,Spearfishing,F,31,Severe hand and arm injuries; right hand surgically amputated,N,,bite,f
1989.08.06.R,Reported    06-Aug-1989,1989.0,Provoked,AUSTRALIA,Queensland,Fishing for sharks,M,41,Laceration to arm  PROVOKED INCIDENT,N,3.5 m white shark,bite,m
1989.07.27,27-Jul-1989,1969.0,Invalid,BERMUDA,,Scuba diving,M,35,FATAL,,Shark involvement suspected but not confirmed,death,m
1989.07.20,20-Jul-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,Torso bitten,N,2.5 m [8.25'] white shark,bite,m
1989.07.19,19-Jul-1989,1989.0,Unprovoked,REUNION,Sainte-Suzanne,Surfing,M,,FATAL,Y,,death,m
1989.07.14,14-Jul-1989,1989.0,Unprovoked,USA,Florida,Surfing,M,16,5-inch gash on left leg,N,,bite,m
1989.07.07,07-Jul-1989,1989.0,Unprovoked,USA,Texas,Playing ,F,9,Leg bitten,N,4' shark,bite,f
1989.06.29,29-Jun-1989,1989.0,Unprovoked,USA,Hawaii,Fell off surfboard 20' from shore,M,,Foot & ankle severely bitten,N,,bite,m
1989.06.17,17-Jun-1989,1989.0,Unprovoked,USA,Louisiana,Spearfishing,M,45,Puncture wounds & lacerations to both legs,N,1.8 m [6'] sandtiger shark,bite,m
1989.06.06,06-Jun-1989,1989.0,Unprovoked,ITALY,Tuscany,Windsurfing (urinating on his board),M,,Upper right thigh bitten,N,3 m [10'] white shark,bite,m
1989.06.05,05-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,"No injury, board bitten",N,3 m [10'] white shark,no injury,m
1989.06.03,03-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Free diving,M,28,Forearm bitten,N,2.5 m [8.25'] white shark,bite,m
1989.06.00,Jun-1989,1989.0,Invalid,JAPAN,Sea of Japan,,M,,"Doubtful incident, needs investigation",,,bite,m
1989.04.23,23-Apr-1989,1989.0,Unprovoked,USA,Florida,Swimming,M,19,Right calf bitten,N,1.2 m [4'] shark,bite,m
1989.04.12,12-Apr-1989,1989.0,Unprovoked,USA,Washington,Surfing (lying prone on his board),M,,Forearm bitten,N,White shark,bite,m
1989.04.09,09-Apr-1989,1989.0,Boat,USA,California,,,,No injury to occupants. Shark rammed boat 4 times,N,5 m to 7 m white shark,no injury,
1989.04.03,03-Apr-1989,1989.0,Unprovoked,USA,Hawaii,Paddling on surfboard,M,,Calf lacerated,N,,bite,m
1989.04.00,Apr-1989,1989.0,Unprovoked,USA,Hawaii,Paddling on surfboard,M,,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by sharks teeth",N,,bite,m
1989.03.09,09-Mar-1989,1989.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,27,Thigh bitten FATAL,Y,2 m [6.75'] white shark,death,m
1989.03.04,04-Mar-1989,1989.0,Boating,AUSTRALIA,Western Australia,Kayaking,M,,"No injury, but the kayak was bitten by the shark",N,"Tiger shark, 3.5 m ",no injury,m
1989.02.19,19-Feb-1989,1989.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,,Thigh lacerated & abraded  PROVOKED INCIDENT,N,3 m [10'] gaffed shark,bite,m
1989.02.15,15-Feb-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Windsurfing,M,26,Foot bruised & minor lacerations,N,,bite,m
1989.02.02,02-Feb-1989,1989.0,Unprovoked,ITALY,Tyrrhenian Sea,"Scuba diving, but swimming on surface",M,47,FATAL. His body not recovered,Y,6 m [20'] white shark,death,m
1989.01.26.b,26-Jan-1989,1989.0,Invalid,USA,California,Kayaking,M,24,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,,Invalid,bite,m
1989.01.26.a,26-Jan-1989,1989.0,Unprovoked,USA,California,Kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",Y,5 m [16.5'] white shark,death,f
1989.01.20.b,20-Jan-1989,1989.0,Unprovoked,USA,Hawaii,Body boarding,M,10,Foot bitten,N,1.8 m to 2.4 m [6' to 8'] hammerhead shark,bite,m
1989.01.20.a,20-Jan-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,M,19,Thigh bitten,N,,bite,m
1989.01.08,08-Jan-1989,1989.0,Unprovoked,USA,Hawaii,Swimming in strong current with 3 others when he disappeared,M,,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y,,bite,m
1989.01.03,03-Jan-1989,1989.0,Unprovoked,AUSTRALIA,New South Wales,Surfing with dolphins,M,17,"Abdomen lacerated, surfboard holed",N,"Tiger shark, 4 m [13'] ",bite,m
1989.00.00.b,1989,1989.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,"Scuba diving, hand feeding sharks",F,,Thigh & calf bitten,N,7' silvertip shark,bite,f
1989.00.00.a,1989,1989.0,Unprovoked,USA,Virginia,Spearfishing using scuba & trailing a string of bleeding fish,M,,"No injury, shark grabbed his fish and chased him to the boat",N,,no injury,m
1988.12.15,15-Dec-1988,1988.0,Unprovoked,CHILE,Valpariso Province,Skindiving,M,,FATAL,Y,16' white shark,death,m
1988.11.08,08-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y,,death,m
1988.11.07,07-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,FATAL,Y,,death,m
1988.10.24,24-Oct-1988,1988.0,Sea Disaster,PHILIPPINES,Viscayan Sea,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,,,"According to survivors, many people were taken by sharks",Y,,bite,
1988.10.23,23-Oct-1988,1988.0,Unprovoked,USA,Oregon,Surfing (sitting on his board),M,21,Leg bitten & femur fractured,N,5.5 m to 6 m [18' to 20']  white shark,bite,m
1988.10.22,22-Oct-1988,1988.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,38,Lacerations to right leg,N,7' shark,bite,m
1988.10.14,14-Oct-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,15,Lacerations to left thigh,N,6' shark,bite,m
1988.10.11,11-Oct-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,30,Left leg lacerated,N,1.2 m to 1.5 m [4' to 5'] shark,bite,m
1988.10.10,10-Oct-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,23,Hand lacerated,N,1.2 m to 1.5 m [4' to 5'] shark,bite,m
1988.10.06,06-Oct-1988,1988.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,15,Lower right  leg lacerated,N,,bite,m
1988.10.00,Oct-1988,1988.0,Unprovoked,USA,Florida,Wading,F,23,Leg lacerated,N,1.2 m [4'] shark,bite,f
1988.09.28,28-Sep-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,21,Lacerations to foot,N,5' shark,bite,m
1988.09.13.b,13-Sep-1988,1988.0,Unprovoked,USA,Florida,Walking,F,,Dennis' hand injured; Ann's right forearm bitten,N,1.8 m [6'] shark,bite,f
1988.09.13.a,13-Sep-1988,1988.0,Unprovoked,USA,Florida,Snorkeling,M,38,"FATAL, thigh & hand lacerated",Y,3 m [10'] bull shark,death,m
1988.08.22.b,22-Aug-1988,1988.0,Provoked,USA,Louisiana,Diving in Sharkey's Reef restaurants aquarium,M,,Arm bitten by captive shark PROVOKED INCIDENT,N,"Tiger shark, 1.8 m [6']",bite,m
1988.08.22.a,22-Aug-1988,1988.0,Unprovoked,ITALY,Manfredonia ,,M,16,Survived,N,,bite,m
1988.08.19,19-Aug-1988,1988.0,Unprovoked,JAPAN,Tokyo Prefecture,,M,,Survived,N,,bite,m
1988.08.11,11-Aug-1988,1988.0,Unprovoked,USA,California,Surfing,M,27,Thigh bitten,N,2.4 m to 3 m [8' to 10'] white shark,bite,m
1988.07.23,23-Jul-1988,1988.0,Unprovoked,BAHAMAS,,Free diving & spearfishing ,M,,Hand bitten,N,2 m to 2.5 m shark,bite,m
1988.07.19,19-Jul-1988,1988.0,Unprovoked,BAHAMAS,,Spearfishing on scuba,M,28,Cheek bitten,N,1.5 m [5'] Caribbean reef shark,bite,m
1988.07.17,17-Jul-1988,1988.0,Unprovoked,BAHAMAS,,Diving,M,35,Right palm lacerated,N,1.5 m [5'] Caribbean reef shark,bite,m
1988.07.11,11-Jul-1988,1988.0,Unprovoked,USA,Florida,Swimming,F,15,Punctures & deep scratches to foot & buttock,N,,bite,f
1988.07.04.b,04-Jul-1988,1988.0,Unprovoked,USA,Florida,Boogie boarding,M,37,Punctures to lower left leg & foot,N,,bite,m
1988.07.04.a,04-Jul-1988,1988.0,Unprovoked,BAHAMAS,,Snorkeling,M,,Leg lacerated,N,1.5 m [5'] shark,bite,m
1988.07.00,Jul-1988,1988.0,Unprovoked,BAHAMAS,,Spearfishing,M,,Lacerations to arm,N,,bite,m
1988.06.19,16-Jun-1988,1988.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,36,Left arm lacerated,N,White shark,bite,m
1988.06.16,16-Jun-1988,1988.0,Unprovoked,USA,North Carolina,Scuba diving,M,42,Survived,N,Sandtiger shark,bite,m
1988.06.09,09-Jun-1988,1988.0,Unprovoked,USA,South Carolina,Sittting in water with his child,M,37,Left leg bitten,N,Sand shark?,bite,m
1988.06.05,05-Jun-1988,1988.0,Unprovoked,USA,Florida,Swimming,M,12,Four lacerations to his ankle,N,,bite,m
1988.06.01,01-Jun-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,25,Cuts to right foot and ankle,N,1.8 m to 2.4 m [6' to 8'] shark,bite,m
1988.05.27,27-May-1988,1988.0,Unprovoked,SOUTH KOREA,,Shell diving,F,38,FATAL,Y,,death,f
1988.05.10,10-May-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,31,Left foot bitten,N,,bite,m
1988.05.04,04-May-1988,1988.0,Unprovoked,USA,Florida,Surfing / treading water,M,29,Left leg & right foot bitten,N,,bite,m
1988.04.28,28-Apr-1988,1988.0,Unprovoked,REUNION,Saint-Louis,pêcheur de bichiques,M,,FATAL,Y,,death,m
1988.04.24,24-Apr-1988,1988.0,Unprovoked,USA,California,Surfing,M,,No Injury,N,White shark,no injury,m
1988.04.15a,15-Apr-1988,1988.0,Unprovoked,USA,Florida,Swimming,M,24,Lacerations to left foot,N,,bite,m
1988.04.15.b,15-Apr-1988,1988.0,Invalid,USA,Hawaii,Onboard 21' powerboat that capsized in rough seas,M,,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",,Shark involvement prior to death was not confirmed,bite,m
1988.04.14.b,14-Apr-1988,1988.0,Unprovoked,USA,Florida,Surfing,M,14,Right hand bitten,N,,bite,m
1988.04.14.a,14-Apr-1988,1988.0,Unprovoked,USA,Florida,Windsurfing,M,,"6"" laceration to left foot",N,,bite,m
1988.04.10,10-Apr-1988,1988.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,,F,,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",,Shark involvement prior to death was not confirmed,bite,f
1988.03.31,31-Mar-1988,1988.0,Unprovoked,USA,Florida,Standing ,F,30,Foot bitten,N,,bite,f
1988.03.25,25-Mar-1988,1988.0,Unprovoked,USA,Hawaii,Body surfing,M,,Ankle bitten,N,,bite,m
