clean_date,country,age_2,sex,injury,fatal,activity_verb2
March,REUNION,20.0,M,Right thigh bitten,N,surfing
March,USA,61.0,M,Minor lacerations & abrasions on forearm,N,swimming
March,USA,,F,Lacerations to left foot,N,swimming
March,NEW ZEALAND,,M,No injury,N,fishing
March,USA,51.0,M,"No injury, board bitten",N,surfing
March,AUSTRALIA,47.0,M,Shin & calf bitten,N,fishing
February,BRAZIL,29.0,M,"FATAL, right thigh & hip bitten   ",Y,swimming
February,NEW ZEALAND,15.0,M,Thigh lacerated,N,surfing
February,AUSTRALIA,,M,Three toes lacerated,N,swimming
February,AUSTRALIA,31.0,M,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",,swimming
February,EGYPT,,M,FATAL,Y,swimming
February,AUSTRALIA,22.0,M,Leg bitten,N,swimming
January,AUSTRALIA,46.0,M,Left leg bitten,N,swimming
January,URUGUAY,21.0,M,Puncture wounds to dorsum of right foot,N,surfing
January,NEW ZEALAND,,M,"No injury, swim fin damaged",,surfing
January,VENEZUELA,,M,Lower back & hand bitten,N,swimming
January,VENEZUELA,40.0,M,Right leg bitten,N,fishing
January,SOUTH AFRICA,,M,"No injury to occupants, stern of ski bitten",N,vessel related
January,AUSTRALIA,,M,"No injury, swim fin ripped off",N,swimming
January,SOUTH AFRICA,22.0,M,Foot lacerated,N,surfing
January,NEW ZEALAND,,M,"No injury, no attack, shark took fish from back of kayak",,fishing
January,EGYPT,,,"No survivors, sharks scavenged on remains",Y,other activity
,AUSTRALIA,,M,No inury,N,surfing
December,SOUTH AFRICA,,,No injury to occupants,N,other activity
December,USA,28.0,M,Knee lacerated,,swimming
December,USA,13.0,M,Foot bitten,N,swimming
December,NEW ZEALAND,45.0,M,FATAL,Y,swimming
December,AUSTRALIA,36.0,M,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,surfing
November,AUSTRALIA,,M,"After biting Halverson, it bit Scott's thigh",N,swimming
November,AUSTRALIA,,M,Hand & foot bitten,N,swimming
November,SOUTH AFRICA,21.0,M,"Presumed FATAL, severed hand recovered",Y,fishing
November,USA,35.0,F,Severe abrasion to left lateral calf,N,surfing
November,INDIA,35.0,M,Left index finger lacerated,N,swimming
November,USA,24.0,M,Lacerations to hand,N,surfing
November,EGYPT,,M,Hand/elbow injured,N,swimming
November,SOUTH AFRICA,,,"No injury to occupants, hull of ski bitten",N,vessel related
November,AUSTRALIA,,M,Minor lacerations to leg & foot,N,Close to the water
November,PANAMA,,M,Left forearm bitten PROVOKED INCIDENT,N,fishing
October,USA,18.0,M,Left foot (sole) bitten,N,surfing
October,AUSTRALIA,22.0,M,Left ankle & foot lacerated,N,surfing
October,USA,13.0,F,Left arm severed below shoulder,N,surfing
October,USA,46.0,M,Laceration on right ankle & heel,N,surfing
October,USA,56.0,M,Left forearm lacerated,,swimming
October,USA,19.0,M,Foot bitten,N,surfing
October,USA,,M,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y,swimming
October,USA,,F,Minor puncture wounds in hand,N,surfing
October,USA,18.0,M,5 to 6 lacerations on right foot & ankle,N,surfing
October,USA,30.0,M,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N,surfing
October,USA,50.0,M,Left foot bitten,N,Close to the water
October,USA,41.0,F,"Left thigh abraded, right knee and right index finger injured",N,fishing
September,FIJI,40.0,M,FATAL abdomen bitten,Y,Close to the water
September,USA,16.0,M,Arm lacerated,N,surfing
September,USA,21.0,M,Left foot bitten,N,surfing
September,USA,19.0,M,Left heel lacerated,N,surfing
September,USA,17.0,M,3 puncture wounds on left foot,N,surfing
September,USA,30.0,M,Left foot: lacerations on heel and sole,N,surfing
September,SOUTH AFRICA,31.0,,"No injury to occupants, shark bit boat",N,fishing
September,USA,9.0,F,Puncture wounds on inner thigh,,swimming
September,USA,18.0,M,Left calf avulsion,N,surfing
September,USA,15.0,M,Ankle lacerated,N,Close to the water
September,SOUTH AFRICA,19.0,M,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,surfing
September,USA,,M,2 lacerations on each side of Achilles tendon,N,fishing
August,USA,,M,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,fishing
August,USA,50.0,F,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,swimming
August,USA,31.0,M,Left ankle lacerated,,swimming
August,SOUTH AFRICA,16.0,M,"No injury, wetsuit torn & board bitten",N,Close to the water
July,AUSTRALIA,37.0,M,"No injury, flung into water when shark bit rudder of ski",N,vessel related
July,USA,18.0,M,Laceration to little finger of  right hand,N,surfing
July,USA,15.0,F,Heel & sole of left foot,N,Close to the water
July,BAHAMAS,58.0,M,Right thigh bitten,N,fishing
July,USA,10.0,M,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,Close to the water
July,USA,21.0,M,Left foot bitten,N,surfing
July,BAHAMAS,39.0,M,Left calf bitten,N,fishing
July,USA,,M,Laceration to toe,N,fishing
July,FRENCH POLYNESIA,,M,Leg bitten,N,fishing
July,NEW ZEALAND,,M,Chest & buttocks  bitten,N,swimming
June,USA,17.0,M,Right foot & toes lacerated,N,surfing
June,USA,15.0,M,Ankle lacerated,N,surfing
June,BRAZIL,,M,FATAL,Y,other activity
June,USA,12.0,F,2 lacerations to the thigh,N,Close to the water
June,USA,60.0,M,Right foot bitten,N,swimming
June,USA,51.0,M,Left leg bitten,N,swimming
June,USA,33.0,M,Hand bitten ,N,surfing
June,USA,15.0,,6 puncture wounds to left ankle,N,surfing
June,USA,22.0,F,Foot lacerated,,swimming
May,USA,18.0,M,Left foot lacerated,N,surfing
May,USA,22.0,M,Left foot bitten,N,Close to the water
May,USA,20.0,M,Right calf & heel bitten,N,swimming
May,USA,34.0,M,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N,surfing
May,USA,9.0,F,Laceration to right lower leg,N,Close to the water
May,PHILIPPINES,,,Arm severed,N,other activity
April,BRAZIL,,M,Shallow  lacerations to left  thigh PROVOKED INCIDENT,N,other activity
April,BRAZIL,16.0,M,Bitten on finger,N,swimming
April,BRAZIL,17.0,M,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,surfing
April,BRAZIL,7.0,M,Right hand lacerated,N,swimming
April,USA,36.0,M,Right leg bitten,N,surfing
April,USA,17.0,M,Survived,N,surfing
April,USA,30.0,M,Left foot bitten,N,surfing
April,USA,23.0,M,Small lacerations to foot,N,surfing
April,USA,18.0,M,Left ankle bitten or right foot,N,surfing
April,USA,11.0,M,Left foot bitten,N,other activity
April,USA,12.0,M,2 lacerations on left thigh,N,surfing
April,USA,20.0,M,Left calf lacerated,N,swimming
April,VENEZUELA,28.0,M,"Right foot bitten, left leg severed",N,surfing
April,USA,,M,Arm lacerated,N,surfing
April,USA,50.0,M,Left hand and wrist bitten,N,surfing
March,USA,,F,Hand nipped PROVOKED INCIDENT,N,other activity
February,NEW ZEALAND,44.0,M,Arm lacerated (shark made 3 strikes),N,swimming
February,AUSTRALIA,37.0,M,Ankle lacerated,N,Close to the water
February,USA,54.0,M,Left hand bitten,N,swimming
February,AUSTRALIA,24.0,M,"Puncture wounds on heel, legs and buttocks",N,swimming
February,AUSTRALIA,84.0,M,FATAL,Y,swimming
January,SOUTH AFRICA,14.0,M,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,,other activity
January,COSTA RICA,,M,Lower right leg lacerated,N,surfing
January,AUSTRALIA,,F,"No injury, but her surfboard was bitten",N,surfing
December,AUSTRALIA,18.0,F,Left arm lacerated,N,swimming
December,SOUTH AFRICA,25.0,M,Forearms lacerated,N,swimming
December,AUSTRALIA,26.0,M,Groin bitten,N,swimming
December,AUSTRALIA,11.0,M,Foot lacerated,,swimming
December,AUSTRALIA,23.0,M,FATAL,Y,swimming
December,BRAZIL,19.0,M,FATAL,Y,surfing
November,MICRONESIA,,M,Minor injury to right calf,N,swimming
November,USA,48.0,M,Both legs severely lacerated,N,surfing
November,USA,34.0,F,Right shoulder forarm & wrist bitten,N,swimming
November,TURKS & CAICOS,41.0,F,"Right upper am, shoulder & back severely  bitten",N,swimming
November,USA,21.0,M,1.5-inch laceration,N,surfing
November,USA,16.0,M,Puncture wounds on right foot,N,surfing
November,FRENCH POLYNESIA,52.0,M,Shin bruised,N,fishing
October,USA,60.0,F,Left foot bitten ,N,swimming
October,BRAZIL,36.0,M,"FATAL, body not recovered",Y,swimming
October,USA,21.0,M,Left foot bitten,N,surfing
October,USA,14.0,M,Abrasions on right hand & deep laceration on middle finger,N,surfing
October,USA,35.0,M,Heel & back of right knee lacerated,N,surfing
October,USA,18.0,M,Left hand lacerated and abraded,N,surfing
September,USA,47.0,M,Right hand severely lacerated,N,surfing
September,USA,32.0,M,Left hand bitten,N,surfing
September,USA,55.0,M,"No injury, surfboard bitten ",N,fishing
September,USA,,M,Left thumb lacerated PROVOKED INCIDENT,N,fishing
September,TONGA,,M,Thigh lacerated  PROVOKED INCIDENT,N,swimming
September,USA,24.0,M, Ankle lacerated,N,surfing
September,USA,35.0,M,No injury,N,surfing
September,BRAZIL,19.0,M,"Left thigh bitten, leg surgically amputated",N,swimming
September,USA,,,"No injury, shark fin seen just before board ripped away & dragged out to sea",N,surfing
September,SOUTH AFRICA,47.0,M,No injury,N,vessel related
September,USA,20.0,M,Bitten above & below right knee,N,surfing
September,USA,36.0,M,2 small puncture wounds on left foot PROVOKED INCIDENT,N,Close to the water
August,USA,16.0,M,Left foot lacerated ,N,surfing
August,USA,29.0,F,Both arms & leg bitten,N,swimming
August,USA,27.0,M,Big toe bitten,N,surfing
August,USA,15.0,M,Lacerations on heel & dorsum of right foot,N,surfing
August,USA,15.0,M,Ankle & leg lacerated,N,Close to the water
August,UNITED KINGDOM,30.0,M,Hand bitten by captive shark PROVOKED INCIDENT,N,swimming
August,USA,14.0,M,Leg lacerated,N,Close to the water
July,USA,13.0,M,Heel bitten,N,surfing
July,USA,15.0,F,Calf bitten,N,swimming
July,USA,19.0,M,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N,surfing
July,USA,41.0,M,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y,fishing
July,BRAZIL,22.0,M,Right hand severed,N,surfing
July,USA,9.0,F,"Calf, foot & hand bitten",N,Close to the water
June,AUSTRALIA,30.0,M,minor injury to foot,N,surfing
June,USA,11.0,F,Small lacerations on right lower leg,N,swimming
June,INDONESIA,,,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger sharks gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,,other activity
June,PAPUA NEW GUINEA,,,"Arm severely lacerated, surgically amputated",N,other activity
June,PAPUA NEW GUINEA,,,FATAL,Y,other activity
June,USA,,,"No injury, shark bit side of surfboard",N,Close to the water
June,USA,28.0,M,Right hand lacerated,N,surfing
June,USA,50.0,M,6-inch gash on right foot,N,surfing
June,USA,10.0,M,Right calf lacerated,N,swimming
June,SOUTH AFRICA,50.0,M,Upper arm bitten,N,swimming
May,USA,24.0,M,Lacerated leg & back,N,surfing
May,USA,16.0,M,Lacerated foot,N,swimming
May,USA,55.0,M,Leg bitten by hooked shark PROVOKED INCIDENT,N,fishing
May,USA,35.0,M,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,other activity
May,COSTA RICA,,M,Toothmarks in board & his swim trunks,N,surfing
May,PAPUA NEW GUINEA,14.0,M,Wrist lacerated,N,Close to the water
May,USA,31.0,M,Laceration to arm.,N,fishing
May,BRAZIL,40.0,M,Leg injured,N,surfing
May,AUSTRALIA,20.0,M,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,fishing
April,AUSTRALIA,23.0,M,"FATAL, torso & leg bitten  ",Y,swimming
April,AUSTRALIA,52.0,M,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",,fishing
April,USA,34.0,M,Left foot bitten,N,surfing
April,USA,28.0,M,Left foot bitten,N,surfing
April,AUSTRALIA,45.0,M,Foot bitten,N,swimming
April,BAHAMAS,43.0,M,Calf bitten,N,Close to the water
April,USA,41.0,M,Two half-inch lacerations on right heel and one near small toe,N,Close to the water
April,USA,29.0,M,Upper left arm bitten,N,swimming
March,USA,17.0,M,Left leg severed below knee,N,surfing
March,USA,11.0,F,Foot bitten,N,Close to the water
March,BRAZIL,16.0,M,"Severe kacerations, FATAL",Y,swimming
March,USA,20.0,M,Punctures on left foot and foot ,N,swimming
March,USA,39.0,M,Arm bitten,N,swimming
March,USA,31.0,M,Several  puncture wounds on lower right leg,N,surfing
March,NEW CALEDONIA,44.0,M,"PRESUMED FATAL, body not recovered",,fishing
February,TURKS & CAICOS,,M,FATAL,Y,fishing
February,AUSTRALIA,33.0,M,Heel / foot bitten,N,surfing
February,FIJI,15.0,M,"FATAL, lower thigh & knee severely lacerated ",Y,other activity
February,AUSTRALIA,35.0,M,Stern of kayak bitten/chest bruised ,N,vessel related
January,AUSTRALIA,20.0,M,Bruises & minor cuts,N,surfing
January,AUSTRALIA,32.0,M,15 cm wound on inner thigh,N,swimming
January,SOUTH AFRICA,16.0,M,Leg bitten & surgically amputated,N,fishing
January,BRAZIL,,,FATAL,Y,swimming
January,SOUTH AFRICA,26.0,M,Foot & calf bitten,N,vessel related
January,USA,35.0,M,Lacerations to buttocks & thigh,N,swimming
December,AUSTRALIA,36.0,M,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",N,surfing
November,AUSTRALIA,49.0,M,"No Injury, shark hit board",N,surfing
November,USA,,,"No injury, portion of board's lower surface removed",N,surfing
November,AUSTRALIA,,M,"No injury, fell off ski after possibly colliding with  a shark",,vessel related
October,SOUTH AFRICA,,M,No injury,N,surfing
October,AUSTRALIA,20.0,F,Lacerations to right forearm & shoulder injured,N,swimming
September,MEXICO,26.0,M,Hand injured,N,surfing
September,AUSTRALIA,31.0,M,No injury from shark,N,other activity
September,USA,21.0,M,PROVOKED INCIDENT Several small lacerations on left foot ,N,surfing
September,USA,14.0,M,"1"" to 2"" cuts on right ankle & foot",N,surfing
September,USA,42.0,M,FATAL or drowning & scavenging,Y,swimming
September,USA,,M,"2 lacerations on lower back, punctures on buttock",N,surfing
September,USA,16.0,M,Foot bitten,N,surfing
September,UNITED KINGDOM,,M,Head bitten by captive shark PROVOKED INCIDENT,N,swimming
September,USA,44.0,M,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,fishing
September,USA,13.0,M,Minor injury to left leg,N,Close to the water
September,USA,,F,Left hand injured,N,swimming
September,USA,28.0,M,FATAL,Y,swimming
September,USA,23.0,F,Left buttock & foot  severed,N,swimming
September,USA,20.0,M,Right calf lacerated,N,Close to the water
September,USA,10.0,M,"FATAL, thigh bitten ",Y,swimming
August,BAHAMAS,44.0,M,Torso lacerated,N,fishing
August,USA,29.0,F,Punctures & lacerations on elbow & forearm,N,Close to the water
August,USA,69.0,M,Heel lacerated,N,Close to the water
August,USA,18.0,M,Thigh & foot bitten,N,surfing
August,USA,18.0,M,Upper left thigh & right foot bitten,N,surfing
August,USA,17.0,M,Foot lacerated,N,surfing
August,USA,27.0,M,Thigh lacerated,N,surfing
August,USA,32.0,M,Cuts on right foot,N,surfing
August,USA,17.0,F,Lacerations to lower leg,N,surfing
August,USA,17.0,F,Left foot lacerated,N,surfing
August,USA,20.0,M,Cuts on right foot,N,surfing
August,USA,19.0,M,Back of left hand gashed,N,surfing
August,USA,19.0,M,Left ankle bitten,N,surfing
August,BAHAMAS,43.0,M,Calf bitten,N,fishing
August,THAILAND,21.0,M,Legs bitten,N,other activity
August,USA,,F,Toe bitten,N,other activity
August,BAHAMAS,36.0,M,"Leg bitten, later surgically amputated above the knee",N,swimming
August,ITALY,,,No Injury to occupants,N,fishing
July,USA,,F,Survived,N,other activity
July,USA,,M,Minor injury,N,other activity
July,USA,,F,2 bites behind knee,N,other activity
July,USA,,,No Injury to occupants; shark bumped the boat ,N,fishing
July,USA,48.0,M,Left foot & heel lacerated,N,surfing
July,USA,18.0,M,Foot lacerated,N,surfing
July,MEXICO,42.0,M,Foot bitten,N,surfing
July,USA,8.0,M,"Arm severed, surgically reattached",N,swimming
July,USA,,,Hand bitten,N,other activity
July,USA,35.0,M,2-inch cut on dorsum of left foot,N,swimming
June,USA,14.0,M,Leg lacerated,N,swimming
June,USA,52.0,M,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,fishing
June,AUSTRALIA,75.0,M,Remains recovered from gut of a  3.7 m [12'] tiger shark,,other activity
June,USA,29.0,F,3 puncture wounds on each side of her left  hand,N,Close to the water
May,USA,16.0,M,Survived,N,other activity
May,USA,11.0,M,Shin lacerated,N,swimming
May,USA,,M,5.5-inch laceration on calf,N,swimming
May,PHILIPPINES,24.0,M,Arm bitten PROVOKED INCIDENT,N,fishing
May,MADAGASCAR,,M,Fatal or drowned & remains scavenged by shark,,other activity
May,SOUTH AFRICA,26.0,M,Leg bitten,N,surfing
May,AUSTRALIA,35.0,M,"Chest lacerated, surfboard bitten",N,surfing
May,USA,45.0,M,Foot lacerated ,N,surfing
May,FIJI,,M,FATAL,Y,fishing
April,USA,14.0,M,4 small lacerations on lower right leg,N,surfing
April,USA,16.0,M,Foot & ankle lacerated,N,surfing
April,USA,12.0,M,Right foot & ankle lacerated,N,surfing
April,USA,,M,Right ankle & lower leg lacerated,N,other activity
April,USA,38.0,M,Foot & ankle lacerated,N,surfing
April,USA,21.0,M,Small cuts on big & pinky toes of left foot,N,surfing
April,USA,12.0,M,Foot & ankle lacerated,N,surfing
April,USA,22.0,M,Foot lacerated,N,surfing
April,USA,19.0,M,Minor cuts on right heel & foot,N,surfing
April,USA,22.0,M,Lacerations to top & bottom of left foot,N,surfing
April,USA,,M,Minor punctures & lacerations on left hand ,N,surfing
April,USA,16.0,,Foot lacerated,N,surfing
April,SOUTH AFRICA,46.0,M,"Thigh, hip & buttock bitten",N,surfing
April,AUSTRALIA,,M,Wrist lacerated PROVOKED INCIDENT,N,swimming
April,USA,26.0,M,Minor lacerations to dorsum of left foot,N,Close to the water
,BRAZIL,12.0,F,Left thigh bitten,N,other activity
April,AUSTRALIA,40.0,M,Calf bitten,N,surfing
March,USA,,M,"Minor cuts on left hand, body board bitten",N,surfing
March,USA,,M,Fingers & hand lacerated,N,surfing
